"","","","","","","","","","","","","","","","","","","","習慣化","楽しく勉強","兄弟姉妹","ベビークモン","先生に感謝","本が好き","プリント","計算力UP","やっててよかった","自主的","やる気","友だち","集中力UP","TOEFL","自信がつく","試験に役立つ","自分のペース","基礎力","無料体験学習","リスニング","英検","スポーツと両立","読解力","歌が好きに","仕事に役立つ","考える力","コミュニケーション","留学","音読","E-pencil","医師","ネイティブ","理系大学","志望校合格","暗算","経営者（経営学）","就職"
"1262","今の私があるのはKUMONのおかげ","KUMONの教室に通い始めたのは小学校１年生のときでした。勧められてなんとなく行ってみた体験学習でしたが、KUMONが無ければ今の私はありません。KUMONのおかげで計算も文章も英語も得意になりました。国数英を固めてしまえば学校の他の勉強も楽に出来て、高校受験の時も受験勉強も面接と小論文を少しやるだけで楽々合格。今は大学受験に向けて頑張っています。KUMONに出会えて良かったです。","-","-","-","すまいる さん","-","","","","","","","","〇","〇","〇","〇","","","","","","","","〇","","","","","","","","〇","","","〇","","","","","","","","","","","","","","","","","",""
"1263","分け隔てのない優しい先生方","英語が元々苦手だった自分に、優しく教えてくれた先生方に、とても感謝しています。途中で数学をやめ、英語のみ受講していましたが、最後の最後まで、ゆっくり教えてくれたことを覚えています。","-","-","-","夢は大きく さん","-","","","","","","","","〇","〇","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1264","現代文が武器に","現代文が武器に学習を通じてモノを読むことが好きになりました。もうすぐ大学受験なのですが、コンスタントに高得点できるので助かっています。","-","-","-","まとぅい さん","-","","","","","","","","〇","","","〇","","","","","","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","",""
"1265","高校から実感できる","三教科ともに高校生になってからKUMONをやってて良かったと本当に実感しました。特に英語と数学の力はもの凄くつきます。","-","-","-","チャン さん","-","","","","","","","","〇","〇","〇","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1266","高校数学","高校生になっても、KUMONでしたところがでてくると、みんなより一足先に解けて楽しい。","-","-","-","ちょび さん","-","","","","","","","","〇","〇","","","","〇","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1267","今の自分が数学を好きなのはKUMONがあったからです。","今の自分が数学を好きなのはKUMONがあったからです。意味がわからなかったり、時間がかかってすらすらと解けない問題に対して、どうしてできないんだ、わからないんだと思い、辛かったり悲しくなることが多々ある数学ですが、理解できてすらすらとできるようになったときの嬉しさは一際です。それを教えてくれたのがKUMONです。","-","-","-","らみにー さん","-","","","","","","","","〇","〇","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1268","絶対に中学、高校でも役立つ","僕は小学校から算数・数学、国語、英語を９年間やっています。僕が今まで思ったことは、KUMONをすると...学習の習慣がつく、絶対に中学、高校でも役立つ、ということです。KUMONでやった、と学校で思えるのは強いです。高校生のボクが言うのだから、間違いありません。","-","-","-","つっきー さん","-","","","","","","","","〇","〇","〇","〇","〇","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1269","本当に良かった","計算が周りの人より早いことです。授業などで計算が出ると、早く終わります。嬉しいです。暗算もKUMONやってて出来るようになったのでやってて良かったなーと思います。","-","-","-","ゆかぽん さん","-","","","","","","","","〇","〇","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","〇","",""
"1270","KUMONの良さ","KUMONは幼稚園から５年間つづけていましたが、１度やめてしまい、また入りました。なぜかと言いますと、自分で楽しく進められてそれで身につくものが多いというのがわかったからです。KUMONをやっていたおかげで英語の成績も上々ですし、数学の計算も早くなりました。感謝しております。","-","-","-","恋歌イギリス領 さん","-","","","","","","","","〇","〇","〇","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1271","最後まで役に立つ","センター試験が近くても英語では多くの長文に接することで短時間で読解ができたり、数学では幼少時代から培ってきた計算力のおかげでそれほど試験時間を気にすることなくできてやっててよかったなと思います。特に数学はセンター試験の過去問題や国公立大学の入試問題もあったりと、基礎から応用まで扱っており高校の授業の補助的な感じででもできたりと役立ちます。","-","-","-","ウッチャン４チャン さん","-","","","","","","","","〇","〇","〇","","","","","","","","","〇","","","","","","","","〇","","〇","","","","","〇","","","","","","","","","","","","","",""
"1272","英語は公文式","私は小学３年生の時に英語の学習を始めました。自分の学年を越えて学ぶことによって、高校１年で辞める時までに大学の教材まで進むことができました。公文式で英語を学んでいたお陰で、今まで学校での英語の学習に困ったことは一度もありません。英語が私にとって唯一の得意な、自信のある教科になりました。やはり早いうちから学ぶことで多くの教材に触れることもでき、本当によかったです。","-","-","-","あやんぼ さん","-","","","","","","","","〇","","〇","","","","","","","","","","","","","","","","〇","","","","","","","","","","","","","","","","","","","","","",""
